,code,label_n1,label_n2,label_n3,description,commentaire
43,FAC/NETWK/GPRS,Facilité,Réseau,GPRS, 2e génération du réseau de téléphonie mobile public (peut être utilisée pour la transmission de la voix et/ou des données).,
44,FAC/NETWK/GSM,Facilité,Réseau,GSM public/commercial, 1ère génération du réseau de téléphonie mobile public (peut être utilisée pour la transmission de la voix et/ou des données).,
45,FAC/NETWK/INTRAN,Facilité,Réseau,Intranet, Auto-défini,
46,FAC/NETWK/INTRNT,Facilité,Réseau,Internet, Auto-défini,
47,FAC/NETWK/ISDN,Facilité,Réseau,Réseau numérique à intégration de services (RNIS)," Le Réseau numérique à intégration de services (RNIS) est un système de réseau téléphonique commuté par circuit, conçu pour permettre la transmission numérique de la voix et des données sur des fils de cuivre téléphoniques ordinaires.",
48,FAC/NETWK/LAN,Facilité,Réseau,Réseau local, Auto-défini,
49,FAC/NETWK/PAMR,Facilité,Réseau,PAMR, Réseau de radio mobile analogique privé : utilisé par des organisations privées et des organismes de secours/sécurité.,
50,FAC/NETWK/PDMR,Facilité,Réseau,PDMR, Réseau de radio mobile numérique privé : utilisé par des organisations privées et des organismes de secours/sécurité.,
51,FAC/NETWK/PGSM,Facilité,Réseau,Réseau GSM privé, Réseau de téléphonie mobile de 1ère génération installé à usage privé (peut être utilisé pour la transmission de la voix et/ou des données).,
52,FAC/NETWK/PSTN,Facilité,Réseau,RTPC, Réseau téléphonique public commuté (peut être utilisé pour la transmission de la voix et/ou des données).,
53,FAC/NETWK/RADEHF,Facilité,Réseau,Très haute fréquence, Réseau radio avec une fréquence de 30 gigahertz à 300 gigahertz. (THF),
54,FAC/NETWK/RADHF,Facilité,Réseau,Haute fréquence, Réseau radio avec une fréquence de 3 mégahertz à 30 mégahertz. (HF),
55,FAC/NETWK/RADIO,Facilité,Réseau,Radio, Réseau de diffusion radio publique,
56,FAC/NETWK/RADLF,Facilité,Réseau,Basse fréquence, Réseau radio avec une fréquence de 30 kilohertz à 300 kilohertz. (BF),
57,FAC/NETWK/RADMF,Facilité,Réseau,Moyenne fréquence, Réseau radio avec une fréquence de 300 kilohertz à 3 000 kilohertz. (MF),
58,FAC/NETWK/RADSHF,Facilité,Réseau,Très haute fréquence, Réseau radio avec une fréquence de 3 gigahertz à 30 gigahertz. (THF),
59,FAC/NETWK/RADUHF,Facilité,Réseau,Ultra haute fréquence, Réseau radio avec une fréquence de 300 mégahertz à 3 000 mégahertz. (UHF),
60,FAC/NETWK/RADVHF,Facilité,Réseau,Très haute fréquence, Réseau radio avec une fréquence de 30 mégahertz à 300 mégahertz. (VHF),
61,FAC/NETWK/RADVLF,Facilité,Réseau,Très basse fréquence, Réseau radio avec une fréquence de 3 kilohertz à 30 kilohertz. (VLF),
62,FAC/NETWK/RAYNET,Facilité,Réseau,Réseau des radioamateurs pour les situations d'urgence, Réseau des radioamateurs pour les situations d'urgence,
63,FAC/NETWK/RELAY,Facilité,Réseau,Installation de relais," Une installation organisée, équipée et située dans le but d'étendre la couverture des communications électroniques et de la détection.",
64,FAC/NETWK/SDSL,Facilité,Réseau,SDSL, Ligne d'abonné numérique synchrone : un réseau de connexion de données à haut débit.,
65,FAC/NETWK/TV,Facilité,Réseau,Télévision, Réseau de télévision,
66,FAC/NETWK/UMTS,Facilité,Réseau,UMTS, 3e génération du réseau de téléphonie mobile public (peut être utilisée pour la transmission de la voix et/ou des données).,
67,FAC/NETWK/VDSL,Facilité,Réseau,VDSL, Very High Rate DSL : la prochaine génération de transmission rapide de données.,
68,FAC/NETWK/WAN,Facilité,Réseau,Réseau étendu, Auto-défini,
69,FAC/NETWK/WIMAX,Facilité,Réseau,WiMax," Worldwide Interoperability for Microwave Access, Inc. (groupe promouvant la norme de bande large sans fil IEEE 802.16)",
70,FAC/NETWK/WLAN,Facilité,Réseau,Réseau local sans fil, Auto-défini,
71,FAC/OPR/AMBFAC,Facilité,Installation opérationnelle,Installation d'ambulance, L'endroit où se trouvent les véhicules d'ambulance.,
72,FAC/OPR/BDHOLD,Facilité,Installation opérationnelle,Zone de conservation des corps, Une zone proche du lieu de l'urgence où les morts peuvent être temporairement conservés avant d'être transférés à la morgue d'urgence ou à la morgue.,
73,FAC/OPR/CAMP,Facilité,Installation opérationnelle,Camp, Un hébergement basé sur un certain nombre de tentes ou de huttes.,
74,FAC/OPR/CASBUR,Facilité,Installation opérationnelle,Bureau des victimes," Point central de contact et d'information pour tous les dossiers et les données relatifs aux victimes. (D'après le Manuel des procédures en cas d'incident majeur, 7e édition, publié en 2007 par le London Emergency Services Liaison Panel (LESLP).) Également appelé centre de crise CENTRO DE APOIO POPLIACOS SINISTRZDA (Portugal) ou bureau de crise Cabinete crise (Portugal).",
75,FAC/OPR/CASCLR,Facilité,Installation opérationnelle,Centre de tri des victimes, Un espace aménagé lors d'un incident majeur par le service d'ambulance pour trier et traiter les victimes et diriger leur évacuation.,
76,FAC/OPR/CASCOL,Facilité,Installation opérationnelle,Point de rassemblement des victimes, Un emplacement spécifique où les victimes sont regroupées en vue de leur transport vers un établissement de traitement médical. Également appelé Point de chargement des ambulances.,
77,FAC/OPR/CP,Facilité,Installation opérationnelle,Poste de commandement, Un quartier général d'unité ou de sous-unité où le commandant et le personnel mènent leurs activités.,
78,FAC/OPR/CSCLPT,Facilité,Installation opérationnelle,Point de rassemblement des victimes, Un emplacement spécifique où les victimes sont regroupées en vue de leur transport vers un établissement de traitement médical.,
79,FAC/OPR/CVCLPT,Facilité,Installation opérationnelle,Point de rassemblement des civils, Un emplacement spécifique où les civils sont regroupés.,
80,FAC/OPR/DEBRDP,Facilité,Installation opérationnelle,Décharge de débris, Terme utilisé pour décrire un espace où les débris de l'incident seraient déposés sur le site de l'incident.,
81,FAC/OPR/DECONP,Facilité,Installation opérationnelle,Installation de décontamination," Un endroit où le personnel et/ou le matériel peuvent être nettoyés après une contamination potentielle par des matières radioactives, biologiques ou chimiques.",
82,FAC/OPR/DISBED,Facilité,Installation opérationnelle,Lits pour personnes ayant des troubles d'apprentissage, Fourniture d'hébergement pour les personnes ayant des troubles d'apprentissage.,
83,FAC/OPR/DOCFAC,Facilité,Installation opérationnelle,Maison médicale, L'installation qui reçoit les patients ordinaires pendant les heures de travail.,
84,FAC/OPR/EMMORT,Facilité,Installation opérationnelle,Morgue d'urgence," Structures temporaires ou transformation de structures existantes ayant pour fonction de fournir un espace où peuvent avoir lieu les examens post-mortem et l'identification des victimes, et, si nécessaire, de fournir une capacité de conservation des corps avant leur retrait du site de l'incident.",
85,FAC/OPR/EQPOOL,Facilité,Installation opérationnelle,Piscine d'équipement, Terme utilisé pour décrire un espace destiné à stocker des équipements de réserve sur le site de l'incident.,
86,FAC/OPR/EVASSP,Facilité,Installation opérationnelle,Point de rassemblement des évacués, Un espace aménagé lors d'un incident situé près de la scène où les évacués peuvent être dirigés pour être regroupés avant d'être transportés vers des centres de repos.,
87,FAC/OPR/FACAIR,Facilité,Installation opérationnelle,"Base/facilité militaire, aéroport/base aérienne"," Une installation utilisée comme base militaire préparée pour l'hébergement, le décollage et l'atterrissage des avions.",
88,FAC/OPR/FACMIL,Facilité,Installation opérationnelle,Base/facilité militaire, Une installation utilisée comme base militaire.,
89,FAC/OPR/FACNAV,Facilité,Installation opérationnelle,"Base/facilité militaire, port de mer/base navale", Une installation utilisée comme base navale et où les navires peuvent charger ou décharger leur cargaison.,
90,FAC/OPR/FAMFRD,Facilité,Installation opérationnelle,Centre de réception pour les familles et les amis," Espace sécurisé établi par la police, réservé à l'accueil et à l'entretien des familles et des amis arrivant sur les lieux de l'incident.",
91,FAC/OPR/FIRFAC,Facilité,Installation opérationnelle,Installation des services d'incendie, Auto-descriptif,
92,FAC/OPR/FSAAMM,Facilité,Installation opérationnelle,Zone de stockage de munitions sur le terrain, Un groupe de sites de stockage sur le terrain contenant des munitions et des explosifs.,
93,FAC/OPR/GERBED,Facilité,Installation opérationnelle,Lits pour personnes âgées, Terme désignant l'hébergement pour les personnes âgées.,
94,FAC/OPR/HOLD,Facilité,Installation opérationnelle,Zone de rétention, Terme utilisé pour décrire un espace sûr près de la zone d'opérations utilisé pour stocker une réserve de ressources avant d'être affecté à une tâche.,
95,FAC/OPR/HPD,Facilité,Installation opérationnelle,Héliport, Une zone aménagée utilisée pour le décollage et l'atterrissage des hélicoptères et d'autres aéronefs à décollage et atterrissage vertical.,
96,FAC/OPR/HPT,Facilité,Installation opérationnelle,Héliport," Un endroit désigné pour l'atterrissage et le décollage des hélicoptères, y compris ses bâtiments et ses installations.",
97,FAC/OPR/HSP,Facilité,Installation opérationnelle,"Établissement médical, hôpital", Un établissement médical fixe capable de fournir des soins aux patients hospitalisés.,
98,FAC/OPR/HSPFLD,Facilité,Installation opérationnelle,Établissement médical/hôpital de campagne, Une structure temporaire érigée sur ou près du site de l'incident pour fournir des soins médicaux.,
99,FAC/OPR/HSPFLD,Facilité,Installation opérationnelle,"Établissement médical, hôpital de campagne", Un établissement médical mobile capable de fournir des soins aux patients hospitalisés.,
100,FAC/OPR/IRM,Facilité,Installation opérationnelle,"Imagerie, Radiodiagnostic", Installations de radiologie pour les ressources médicales.,
101,FAC/OPR/MARSHAL,Facilité,Installation opérationnelle,Aire de regroupement," Un emplacement à proximité du site de l'événement où les unités, le personnel, l'équipement, le matériel et les fournitures associées arrivant sont réassemblés, rendus à la disposition du commandant et préparés pour un déplacement ultérieur.",
102,FAC/OPR/MATBED,Facilité,Installation opérationnelle,Lits de maternité, Lits dans les services de maternité d'un hôpital.,
103,FAC/OPR/MEDBED,Facilité,Installation opérationnelle,Lits médicaux (généraux), Lits dans les services de médecine générale d'un hôpital ou d'un autre établissement médical.,
104,FAC/OPR/MEDSPT,Facilité,Installation opérationnelle,Soutien médical, Une installation qui accueille du personnel médical chargé de traiter des personnes malades ou blessées.,
105,FAC/OPR/MOBLCP,Facilité,Installation opérationnelle,Poste de commandement mobile, Le poste de commandement mobile d'une unité/formation.,
106,FAC/OPR/OPCTCN,Facilité,Installation opérationnelle,Centre de commandement et de contrôle opérationnel," Centre de commandement et de contrôle opérationnel : normalement éloigné de la zone des opérations, il soutient directement l'incident. Également connu sous le nom de Contrôle Silver au Royaume-Uni.",
107,FAC/OPR/PHARMA,Facilité,Installation opérationnelle,Pharmacie, Installations de distribution de médicaments.,
108,FAC/OPR/POLFAC,Facilité,Installation opérationnelle,Commissariat de police," Bâtiment ou locaux utilisés comme installation pour les ressources policières, l'équipement, et où les personnes en état d'arrestation sont conduites.",
109,FAC/OPR/POLPT,Facilité,Installation opérationnelle,Point de ravitaillement en carburant (POL), Une installation de distribution de pétrole et de produits associés.,
110,FAC/OPR/REFARE,Facilité,Installation opérationnelle,Zone de regroupement de réfugiés, Zone spécialisée utilisée comme zone de regroupement pour les réfugiés.,
111,FAC/OPR/RRRSPT,Facilité,Installation opérationnelle,"Point de réarmement, de ravitaillement et de réapprovisionnement"," Un point désigné par lequel une unité passe pour recevoir du carburant, des munitions et d'autres fournitures nécessaires pour poursuivre les opérations de combat.",
112,FAC/OPR/SITLOG,Facilité,Installation opérationnelle,Site logistique," Une installation pour le stockage, la maintenance, la recherche ou l'élimination de matériel.",
113,FAC/OPR/SPTARE,Facilité,Installation opérationnelle,Zone de soutien, Une zone désignée dans laquelle des éléments de soutien et certains éléments du personnel se trouvent pour soutenir une unité.,
114,FAC/OPR/SRVCNT,Facilité,Installation opérationnelle,Centre de réception des survivants, Un espace sécurisé où les survivants indemnes peuvent être conduits pour se mettre à l'abri.,
115,FAC/OPR/STCOCN,Facilité,Installation opérationnelle,Centre de coordination stratégique, Le groupe de coordination stratégique et les cellules de soutien pour aider le Commandant Gold à mettre en œuvre sa stratégie.,
116,FAC/OPR/STCTCN,Facilité,Installation opérationnelle,Centre de commandement et de contrôle stratégique," Commandement et contrôle stratégique pour traiter les considérations opérationnelles plus larges d'un incident majeur ou d'une urgence, y compris les intervenants d'urgence. Également connu sous le nom de Contrôle Gold au Royaume-Uni.",
117,FAC/OPR/TCCTCN,Facilité,Installation opérationnelle,Centre de commandement et de contrôle tactique, Centre de commandement et de contrôle tactique sur le site des opérations. Également connu sous le nom de Contrôle Bronze au Royaume-Uni.,
118,FAC/OTH/ACCOM,Facilité,Autre type d'installation,Unité d'hébergement, Une quantité d'espace de vie distinct et séparé.,
119,FAC/OTH/AIRFLD,Facilité,Autre type d'installation,Aérodrome," Une installation qui est un espace préparé pour l'hébergement, le décollage et l'atterrissage des avions.",
120,FAC/OTH/BANK,Facilité,Autre type d'installation,Banque, Un établissement où l'argent est conservé à des fins d'épargne ou commerciales.,
121,FAC/OTH/BATH,Facilité,Autre type d'installation,Bain, Une installation utilisée pour l'hygiène personnelle.,
122,FAC/OTH/CAN,Facilité,Autre type d'installation,Canal, Un cours d'eau artificiel ou naturel amélioré utilisé pour le transport.,
123,FAC/OTH/CEM,Facilité,Autre type d'installation,Cimetière/nécropole/terrain funéraire, Une zone de terrain pour l'enterrement des morts.,
124,FAC/OTH/DCH,Facilité,Autre type d'installation,Fossé, Un canal construit dans le but de l'irrigation ou du drainage.,
125,FAC/OTH/ELCINS,Facilité,Autre type d'installation,Installation électronique, Une installation dont la fonction essentielle repose sur l'utilisation d'équipement électronique.,
126,FAC/OTH/ELCSPL,Facilité,Autre type d'installation,Alimentation électrique, Une installation contenant l'équipement utilisé pour la production et/ou la distribution d'électricité.,
127,FAC/OTH/EQIMFT,Facilité,Autre type d'installation,"Équipement, fabrication", Une installation généralement utilisée spécifiquement pour soutenir la fabrication d'équipement.,
128,FAC/OTH/FACGOV,Facilité,Autre type d'installation,Leadership gouvernemental, Une installation utilisée pour soutenir les fonctions de leadership gouvernemental.,
129,FAC/OTH/FACPOW,Facilité,Autre type d'installation,"Installation de service, de recherche, d'utilité, d'installation électrique"," Une installation généralement utilisée pour soutenir les fonctions de service, de recherche ou d'utilité en soutien de l'électricité.",
130,FAC/OTH/FACTEC,Facilité,Autre type d'installation,"Installation de service, de recherche, d'utilité, d'installation de recherche technologique"," Une installation généralement utilisée pour soutenir les fonctions de service, de recherche ou d'utilité en soutien de la recherche technologique.",
131,FAC/OTH/FACTEL,Facilité,Autre type d'installation,"Installation de service, de recherche, d'utilité, d'installation de télécommunications"," Une installation généralement utilisée pour soutenir les fonctions de service, de recherche ou d'utilité en soutien des télécommunications.",
132,FAC/OTH/FACTRN,Facilité,Autre type d'installation,Installation de transport, Une installation utilisée pour soutenir les fonctions de transport.,
133,FAC/OTH/FATST,Facilité,Autre type d'installation,"Installation de service, de recherche, d'utilité, de service d'eau potable public"," Une installation généralement utilisée pour soutenir les fonctions de service, de recherche ou d'utilité en soutien des services d'eau potable publics.",
134,FAC/OTH/FERINS,Facilité,Autre type d'installation,Installation de traversée, Une installation (y compris les terminaux et les embarcations) permettant de déplacer du matériel et du personnel d'un côté d'une étendue d'eau à l'autre.,
135,FAC/OTH/FHPT,Facilité,Autre type d'installation,Point de distribution de carburant, Une installation de ravitaillement en produits pétroliers (POL).,
136,FAC/OTH/LGRLPT,Facilité,Autre type d'installation,Point de libération logistique, Le point le long de la voie d'approvisionnement où l'unité soutenue rencontre l'unité de soutien pour transférer des fournitures.,
137,FAC/OTH/MAINTF,Facilité,Autre type d'installation,Installation de maintenance, Une installation contenant les ressources et l'infrastructure permettant de l'utiliser pour la réparation et l'entretien de l'équipement.,
138,FAC/OTH/PTL,Facilité,Autre type d'installation,Ligne de transmission électrique, Un système de câbles aériens et de leurs supports qui transmettent l'électricité sur une distance.,
139,FAC/OTH/RES,Facilité,Autre type d'installation,Réservoir, Une enceinte ou une zone artificielle conçue pour le stockage de l'eau.,
140,FAC/OTH/VST,Facilité,Autre type d'installation,Aire de stationnement pour véhicules, Une zone de terrain ouverte utilisée pour stocker ou stationner des véhicules ou des embarcations (y compris les véhicules de loisirs).,
141,FAC/OTH/WATSPL,Facilité,Autre type d'installation,Approvisionnement en eau, Une installation contenant l'équipement utilisé pour le stockage et/ou la distribution de l'eau.,
142,FAC/OTH/WSHFAC,Facilité,Autre type d'installation,Installation de lavage, Une installation pour laver le personnel et/ou l'équipement.,
143,FAC/WATFIR/FOMBLK,Facilité,Approvisionnements en eau et en mousse,Stockage en vrac de mousse," Le stockage de grandes quantités de concentré de mousse, soit sur place à un risque identifié, soit à des emplacements stratégiques pour une utilisation lors d'incidents d'urgence.",
144,FAC/WATFIR/HYDRNT,Facilité,Approvisionnements en eau et en mousse,Installation de stockage d'hydrants, Installation de stockage d'hydrants.,
145,FAC/WATFIR/TOWNMN,Facilité,Approvisionnements en eau et en mousse,Emplacement des conduites principales de la ville, Un réseau de conduites qui alimente les bornes d'incendie.,
146,HUM/CAPAB,Ressources humaines,Capacité,, Les ressources potentielles qui peuvent être utilisées ou développées.,
147,HUM/PERSON,Ressources humaines,Personne,, Personne.,
148,HUM/UNIT,Ressources humaines,Unité,, Unité.,
149,HUM/CAPAB/AMB,Ressources humaines,Capacité,Capacité d'ambulance, Capacité d'ambulance.,
150,HUM/CAPAB/FIR,Ressources humaines,Capacité,Capacité de lutte contre l'incendie, Capacité de lutte contre l'incendie.,
151,HUM/CAPAB/MED,Ressources humaines,Capacité,Capacité médicale, Capacité médicale.,
152,HUM/CAPAB/MIL,Ressources humaines,Capacité,Capacité militaire, Capacité militaire.,
153,HUM/CAPAB/POL,Ressources humaines,Capacité,Fonctions de police, Fonctions de police.,
154,HUM/CAPAB/TRP,Ressources humaines,Capacité,Capacité de transport, Capacité de transport.,
155,HUM/CAPAB/AMB/INCOFF,Ressources humaines,Capacité,Officier des incidents d'ambulance," L'officier du service d'ambulance ayant la responsabilité globale lors d'un incident majeur, qui travaille en étroite collaboration avec l'officier des incidents médicaux.",
156,HUM/CAPAB/AMB/PARAMD,Ressources humaines,Capacité,Paramédic d'ambulance, Les paramédicaux sont les professionnels de la santé les plus expérimentés du service d'ambulance lors d'un accident ou d'une urgence médicale. Ils travaillent seuls ou avec un technicien d'ambulance.,
157,HUM/CAPAB/AMB/SAFOFF,Ressources humaines,Capacité,Officier de sécurité d'ambulance, L'officier responsable de la surveillance des opérations et de la garantie de la sécurité du personnel placé sous sa responsabilité.,
158,HUM/CAPAB/AMB/TECHNIC,Ressources humaines,Capacité,Technicien d'ambulance, Les techniciens travaillent aux côtés d'un paramédical et fournissent des soins d'urgence essentiels.,
159,HUM/CAPAB/FIR/BACOFF,Ressources humaines,Capacité,Officier principal de contrôle des appareils respiratoires, Terme désignant une personne responsable de la fourniture de ressources adéquates pour les appareils respiratoires lors d'un incident majeur. Ce système de contrôle est utilisé lorsqu'il y a plus d'un poste de contrôle d'appareils respiratoires.,
160,HUM/CAPAB/FIR/BAEOFF,Ressources humaines,Capacité,Officier de contrôle d'entrée des appareils respiratoires, Terme désignant un système visant à garantir la sécurité des équipes d'appareils respiratoires.,
161,HUM/CAPAB/FIR/COMOFF,Ressources humaines,Capacité,Officier des communications, Terme désignant une personne responsable de garantir une communication radio efficace sur le site de l'incident.,
162,HUM/CAPAB/FIR/CONOFF,Ressources humaines,Capacité,Officier de contrôle, Terme désignant une personne responsable de la coordination d'une unité de contrôle ou d'une unité de commandement d'incident sur le site de l'incident.,
163,HUM/CAPAB/FIR/DECOFF,Ressources humaines,Capacité,Officier de décontamination, Terme désignant une personne responsable de la gestion du processus de décontamination et des procédures sur le site de l'incident.,
164,HUM/CAPAB/FIR/FINOFF,Ressources humaines,Capacité,Officier d'enquête incendie, Terme désignant une personne chargée d'enquêter sur la cause de l'incendie. Cela peut également être désigné sous le nom d'analyste du feu (Pays-Bas).,
165,HUM/CAPAB/FIR/FOMOFF,Ressources humaines,Capacité,Officier de la mousse, Terme désignant une personne responsable de garantir des quantités appropriées et suffisantes de mousse pour la lutte contre l'incendie sur le site de l'incident.,
166,HUM/CAPAB/FIR/HAZOFF,Ressources humaines,Capacité,Officier des matières dangereuses, Terme désignant une personne responsable de l'évaluation de la nature et du risque pour les intervenants d'urgence et d'autres personnes des matières dangereuses impliquées dans l'incident d'urgence.,
167,HUM/CAPAB/FIR/INCCOM,Ressources humaines,Capacité,Commandant de l'incident, Terme désignant une personne ayant la responsabilité globale d'un incident d'urgence. Également connu sous le nom de « OIC » (voir utilisation alternative pour Commandement d'Incident Opérationnel) et COMANDO INCIDETE — Portugal.,
168,HUM/CAPAB/FIR/LIAOFF,Ressources humaines,Capacité,Officier de liaison," Terme désignant une personne responsable d'assurer la liaison avec les intervenants d'urgence, avant, après et pendant une urgence.",
169,HUM/CAPAB/FIR/LOGOFF,Ressources humaines,Capacité,Officier logistique, Terme désignant une personne responsable de garantir la fourniture de ressources.,
170,HUM/CAPAB/FIR/MAROFF,Ressources humaines,Capacité,Officier de rassemblement, Terme désignant une personne responsable de la coordination des ressources arrivant et quittant le site de l'incident.,
171,HUM/CAPAB/FIR/MEDOFF,Ressources humaines,Capacité,Officier des médias, Terme désignant une personne responsable de la liaison avec les médias sur le site de l'incident.,
172,HUM/CAPAB/FIR/OPRCOM,Ressources humaines,Capacité,Commandant des opérations, Individu responsable de la gestion et du soutien d'un incident au sein d'un environnement de Commandement Opérationnel situé à distance des opérations sur le terrain de l'incident. Le Commandement Opérationnel assure le lien entre les besoins de commandement tactique et les problèmes de commandement stratégique.,
173,HUM/CAPAB/FIR/SAFOFF,Ressources humaines,Capacité,Officier de sécurité, Terme désignant une personne responsable de la gestion de la sécurité des intervenants d'urgence sur le site de l'incident. Sécurité sur le site Veilig Werkers (Pays-Bas).,
174,HUM/CAPAB/FIR/SALOFF,Ressources humaines,Capacité,Officier de sauvetage, Terme désignant une personne responsable de garantir la protection des biens touchés par l'incident/événement.,
175,HUM/CAPAB/FIR/SECCOM,Ressources humaines,Capacité,Commandant de secteur, Terme désignant une personne ayant la responsabilité des opérations de lutte contre l'incendie ou de sauvetage dans une zone géographique particulière du site de l'incident.,
176,HUM/CAPAB/FIR/STAOFF,Ressources humaines,Capacité,Officier de stabilité, Individu responsable de la surveillance de la stabilité d'un navire pendant les opérations de lutte contre l'incendie.,
